X,Y,Z
13.4404,-11.2537,-44.5257
13.4413,-11.3093,-44.4732
13.44,-11.3093,-44.5243
13.4751,-11.3093,-44.5559
13.4755,-11.2581,-44.5574
13.526,-11.3093,-44.5497
13.5264,-11.259,-44.5511
13.5262,-11.2413,-44.4373
13.525,-11.2207,-44.4435
13.4822,-11.2406,-44.4428
13.4842,-11.22,-44.4485
13.5313,-11.1673,-44.4379
13.5286,-11.216,-44.4357
13.5655,-11.1717,-44.4688
13.5611,-11.2201,-44.4651
13.454,-10.8703,-44.4708
13.4757,-10.8669,-44.4845
13.452,-10.8501,-44.4723
13.4736,-10.8467,-44.486
13.5718,-11.1038,-44.4676
13.5372,-11.1092,-44.4381
13.5574,-11.168,-44.4736
13.5278,-11.1643,-44.4469
13.5297,-11.2457,-44.4278
13.5293,-11.3093,-44.4263
13.5647,-11.2502,-44.4595
13.5643,-11.3093,-44.458
13.5718,-11.1038,-44.4676
13.5574,-11.168,-44.4736
13.5726,-11.105,-44.5172
13.5563,-11.1727,-44.5166
13.5407,-11.1041,-44.5565
13.511,-10.9923,-44.4007
13.5081,-10.9963,-44.4126
13.5612,-10.9779,-44.4443
13.5515,-10.9839,-44.4502
13.563,-10.9679,-44.5103
13.5081,-10.9963,-44.4126
13.511,-10.9923,-44.4007
13.4509,-11.0083,-44.4177
13.4447,-11.0062,-44.4067
13.399,-10.9959,-44.4507
13.4153,-10.9993,-44.4632
13.4046,-11.0052,-44.5153
13.4154,-11.007,-44.5088
13.4607,-10.9948,-44.5586
13.4561,-10.9906,-44.5697
13.518,-10.9828,-44.5534
13.5224,-10.9767,-44.5638
13.5298,-11.0951,-44.4246
13.5498,-11.0333,-44.4603
13.5138,-11.0457,-44.4306
13.5515,-10.9839,-44.4502
13.5081,-10.9963,-44.4126
13.5932,-11.0519,-44.4123
13.5729,-11.0634,-44.3926
13.573,-11.0737,-44.3944
13.5423,-11.0666,-44.3622
13.5397,-11.0734,-44.3586
13.5278,-11.1643,-44.4469
13.5372,-11.1092,-44.4381
13.5003,-11.1655,-44.435
13.4876,-11.1397,-44.4295
13.4643,-11.1801,-44.4778
13.5234,-11.2528,-44.5438
13.5224,-11.2313,-44.5423
13.5553,-11.2499,-44.5088
13.5521,-11.2287,-44.5098
13.5532,-11.2242,-44.4689
13.5565,-11.2452,-44.4647
13.4822,-11.2406,-44.4428
13.4842,-11.22,-44.4485
13.4502,-11.2435,-44.4778
13.4546,-11.2227,-44.481
13.4535,-11.2271,-44.522
13.449,-11.2482,-44.5219
13.5224,-11.2313,-44.5423
13.5234,-11.2528,-44.5438
13.4816,-11.2306,-44.5473
13.4793,-11.2521,-44.5493
13.449,-11.2482,-44.5219
13.4535,-11.2271,-44.522
13.5655,-11.1717,-44.4688
13.5611,-11.2201,-44.4651
13.5642,-11.1771,-44.5186
13.5599,-11.2252,-44.5125
13.5256,-11.2283,-44.5501
13.5281,-11.1681,-44.5582
13.5397,-11.0734,-44.3586
13.5423,-11.0666,-44.3622
13.5188,-11.0427,-44.349
13.5249,-11.0409,-44.3542
13.5202,-11.0055,-44.3586
13.5261,-11.01,-44.3622
13.5435,-11.0739,-44.5637
13.5448,-11.0991,-44.5659
13.4801,-11.0903,-44.5748
13.486,-11.1114,-44.5776
13.4396,-11.1246,-44.532
13.435,-11.1031,-44.5302
13.4509,-11.0083,-44.4177
13.4677,-11.0597,-44.435
13.5081,-10.9963,-44.4126
13.5138,-11.0457,-44.4306
13.4793,-11.1105,-44.4295
13.5298,-11.0951,-44.4246
13.5278,-11.1643,-44.4469
13.5003,-11.1655,-44.435
13.5313,-11.1673,-44.4379
13.4973,-11.1678,-44.4265
13.4643,-11.1801,-44.4778
13.4572,-11.1873,-44.4756
13.5278,-11.1643,-44.4469
13.5313,-11.1673,-44.4379
13.5574,-11.168,-44.4736
13.5655,-11.1717,-44.4688
13.5642,-11.1771,-44.5186
13.5563,-11.1727,-44.5166
13.5281,-11.1681,-44.5582
13.5218,-11.1634,-44.5508
13.498,-11.1623,-44.5607
13.4963,-11.1633,-44.5704
13.471,-11.1795,-44.5347
13.4777,-11.1733,-44.5297
13.5366,-11.0661,-44.3721
13.5205,-11.0424,-44.3648
13.488,-11.0657,-44.4407
13.4786,-11.0508,-44.4343
13.5216,-11.0139,-44.3721
13.4809,-11.0326,-44.4381
13.5077,-11.025,-44.4611
13.5605,-11.0028,-44.4054
13.5172,-11.0398,-44.4675
13.5766,-11.0264,-44.4128
13.5794,-11.0477,-44.4173
13.5149,-11.058,-44.4637
13.5135,-11.0077,-44.3671
13.5202,-11.0055,-44.3586
13.5341,-10.9841,-44.3888
13.5408,-10.9819,-44.3803
13.5708,-10.9911,-44.4019
13.5641,-10.9933,-44.4104
13.5733,-10.9998,-44.3878
13.5682,-10.9979,-44.3983
13.5512,-10.9931,-44.3719
13.5432,-10.9903,-44.3803
13.5261,-11.01,-44.3622
13.536,-11.0104,-44.3559
13.4185,-11.027,-44.5784
13.4671,-11.0297,-44.511
13.4322,-11.0485,-44.5877
13.4766,-11.0445,-44.5174
13.4743,-11.0628,-44.5136
13.4235,-11.0782,-44.5915
13.3784,-11.0398,-44.5291
13.4404,-11.0374,-44.4879
13.3955,-11.0279,-44.5457
13.4521,-11.0256,-44.4988
13.4671,-11.0297,-44.511
13.4185,-11.027,-44.5784
13.4039,-11.0299,-44.5946
13.4126,-11.0254,-44.5881
13.417,-11.0505,-44.6035
13.4275,-11.0487,-44.5982
13.4175,-11.0805,-44.6029
13.4089,-11.0796,-44.6052
13.3661,-11.0453,-44.5465
13.3698,-11.04,-44.5366
13.3838,-11.0327,-44.5616
13.3883,-11.0272,-44.5546
13.4126,-11.0254,-44.5881
13.4039,-11.0299,-44.5946
13.5896,-11.0475,-44.537
13.5986,-11.0165,-44.5145
13.5563,-11.0474,-44.506
13.5513,-11.0331,-44.5065
13.5833,-10.9941,-44.5217
13.5472,-11.015,-44.5016
13.5444,-10.9987,-44.5681
13.5203,-11.0183,-44.5336
13.5606,-10.985,-44.5434
13.5315,-11.0088,-44.5165
13.5472,-11.015,-44.5016
13.5833,-10.9941,-44.5217
13.5203,-11.0183,-44.5336
13.5444,-10.9987,-44.5681
13.5189,-11.0351,-44.543
13.5424,-11.0232,-44.5817
13.5577,-11.0456,-44.5745
13.5295,-11.0506,-44.538
13.5985,-10.9888,-44.5367
13.5923,-10.9887,-44.5265
13.6131,-11.0103,-44.5298
13.6089,-11.013,-44.5187
13.5942,-11.0575,-44.5443
13.5987,-11.0538,-44.553
13.5923,-10.9887,-44.5265
13.5985,-10.9888,-44.5367
13.5677,-10.9789,-44.5499
13.5768,-10.9801,-44.5574
13.5613,-10.9933,-44.5811
13.5502,-10.9938,-44.5768
13.5423,-11.0666,-44.3622
13.5504,-11.0604,-44.3559
13.5249,-11.0409,-44.3542
13.535,-11.0378,-44.3489
13.5261,-11.01,-44.3622
13.536,-11.0104,-44.3559
13.3698,-11.04,-44.5366
13.3661,-11.0453,-44.5465
13.367,-11.066,-44.5459
13.3636,-11.0658,-44.5573
13.3819,-11.0893,-44.556
13.3767,-11.0864,-44.5662
13.4817,-11.1376,-44.4198
13.475,-11.1141,-44.4198
13.4353,-11.1304,-44.471
13.4307,-11.109,-44.4693
13.4396,-11.1246,-44.532
13.435,-11.1031,-44.5302
13.4809,-11.0326,-44.4381
13.5216,-11.0139,-44.3721
13.4926,-11.0208,-44.4489
13.5375,-10.9957,-44.3888
13.5077,-11.025,-44.4611
13.5605,-11.0028,-44.4054
13.5871,-10.9863,-44.5138
13.5951,-10.9831,-44.5207
13.5577,-10.9745,-44.5419
13.5656,-10.9713,-44.5489
13.5366,-10.9924,-44.5741
13.5445,-10.9892,-44.5811
13.4404,-11.0374,-44.4879
13.3784,-11.0398,-44.5291
13.4381,-11.0556,-44.4841
13.3764,-11.0645,-44.5395
13.4476,-11.0704,-44.4905
13.3901,-11.086,-44.5488
13.3871,-11.0195,-44.5557
13.3883,-11.0272,-44.5546
13.3649,-11.0349,-44.5341
13.3698,-11.04,-44.5366
13.361,-11.0677,-44.5407
13.367,-11.066,-44.5459
13.5985,-10.9888,-44.5367
13.5987,-11.0538,-44.553
13.5768,-10.9801,-44.5574
13.5613,-10.9933,-44.5811
13.5912,-11.055,-44.5719
13.574,-11.0382,-44.5872
13.5594,-11.0167,-44.5941
13.5912,-11.055,-44.5719
13.5646,-11.0446,-44.5837
13.574,-11.0382,-44.5872
13.5594,-11.0167,-44.5941
13.548,-11.0203,-44.5914
13.5502,-10.9938,-44.5768
13.5613,-10.9933,-44.5811
13.444,-11.0993,-44.525
13.4403,-11.1044,-44.4724
13.4395,-11.0525,-44.5185
13.4361,-11.0571,-44.4705
13.4154,-11.007,-44.5088
13.4607,-10.9948,-44.5586
13.4153,-10.9993,-44.4632
13.4509,-11.0083,-44.4177
13.4677,-11.0597,-44.435
13.4793,-11.1105,-44.4295
13.5504,-11.0604,-44.3559
13.5782,-11.0557,-44.3849
13.535,-11.0378,-44.3489
13.5886,-11.0224,-44.3948
13.536,-11.0104,-44.3559
13.5733,-10.9998,-44.3878
13.5512,-10.9931,-44.3719
13.5515,-10.9839,-44.4502
13.5498,-11.0333,-44.4603
13.5556,-10.9783,-44.5085
13.5532,-11.0287,-44.5082
13.5237,-11.0308,-44.5415
13.518,-10.9828,-44.5534
13.5387,-11.0743,-44.5534
13.5689,-11.0732,-44.5138
13.5668,-11.0767,-44.4684
13.5298,-11.0951,-44.4246
13.5729,-11.0634,-44.3926
13.588,-11.0468,-44.4098
13.5782,-11.0557,-44.3849
13.5916,-11.041,-44.4001
13.5856,-11.0236,-44.4062
13.5886,-11.0224,-44.3948
13.5682,-10.9979,-44.3983
13.5733,-10.9998,-44.3878
13.4079,-11.097,-44.5765
13.4116,-11.1023,-44.5782
13.4235,-11.0782,-44.5915
13.4312,-11.0829,-44.5974
13.4322,-11.0485,-44.5877
13.4406,-11.0461,-44.595
13.4228,-11.0181,-44.5829
13.4185,-11.027,-44.5784
13.4126,-11.0254,-44.5881
13.4157,-11.019,-44.5913
13.4275,-11.0487,-44.5982
13.4336,-11.0469,-44.6034
13.423,-11.0839,-44.6072
13.4175,-11.0805,-44.6029
13.4042,-11.0982,-44.5882
13.4021,-11.0906,-44.5871
13.5923,-10.9887,-44.5265
13.5951,-10.9831,-44.5207
13.6089,-11.013,-44.5187
13.615,-11.0123,-44.5114
13.5988,-11.062,-44.5398
13.5942,-11.0575,-44.5443
13.5815,-11.0723,-44.5658
13.5841,-11.0618,-44.5653
13.5951,-10.9831,-44.5207
13.5923,-10.9887,-44.5265
13.5656,-10.9713,-44.5489
13.5677,-10.9789,-44.5499
13.5502,-10.9938,-44.5768
13.5445,-10.9892,-44.5811
13.548,-11.0203,-44.5914
13.5419,-11.021,-44.5987
13.5618,-11.0502,-44.5894
13.5646,-11.0446,-44.5837
13.4406,-11.0461,-44.595
13.4336,-11.0469,-44.6034
13.4228,-11.0181,-44.5829
13.4157,-11.019,-44.5913
13.3871,-11.0195,-44.5557
13.3937,-11.0172,-44.5472
13.3649,-11.0349,-44.5341
13.3716,-11.0327,-44.5256
13.5397,-11.0947,-44.4137
13.5464,-11.1076,-44.4248
13.5763,-11.0771,-44.463
13.5803,-11.0988,-44.4623
13.5812,-11.1002,-44.5197
13.5772,-11.0786,-44.5203
13.5448,-11.0991,-44.5659
13.5435,-11.0739,-44.5637
13.5387,-11.0743,-44.5534
13.484,-11.0885,-44.5629
13.5237,-11.0308,-44.5415
13.4738,-11.0438,-44.5502
13.518,-10.9828,-44.5534
13.4607,-10.9948,-44.5586
13.4395,-11.0525,-44.5185
13.444,-11.0993,-44.525
13.5729,-11.0634,-44.3926
13.5932,-11.0519,-44.4123
13.588,-11.0468,-44.4098
13.5916,-11.0218,-44.4114
13.5856,-11.0236,-44.4062
13.5682,-10.9979,-44.3983
13.5708,-10.9911,-44.4019
13.5432,-10.9903,-44.3803
13.5408,-10.9819,-44.3803
13.5202,-11.0055,-44.3586
13.5261,-11.01,-44.3622
13.5397,-11.0947,-44.4137
13.5298,-11.0951,-44.4246
13.475,-11.1141,-44.4198
13.4793,-11.1105,-44.4295
13.4307,-11.109,-44.4693
13.4403,-11.1044,-44.4724
13.435,-11.1031,-44.5302
13.444,-11.0993,-44.525
13.484,-11.0885,-44.5629
13.4801,-11.0903,-44.5748
13.5435,-11.0739,-44.5637
13.5387,-11.0743,-44.5534
13.5772,-11.0786,-44.5203
13.5689,-11.0732,-44.5138
13.5763,-11.0771,-44.463
13.5668,-11.0767,-44.4684
13.5298,-11.0951,-44.4246
13.5397,-11.0947,-44.4137
13.5372,-11.1092,-44.4381
13.5718,-11.1038,-44.4676
13.5464,-11.1076,-44.4248
13.5803,-11.0988,-44.4623
13.5812,-11.1002,-44.5197
13.5726,-11.105,-44.5172
13.5407,-11.1041,-44.5565
13.5448,-11.0991,-44.5659
13.4914,-11.1148,-44.5665
13.486,-11.1114,-44.5776
13.4396,-11.1246,-44.532
13.4498,-11.1261,-44.5272
13.4353,-11.1304,-44.471
13.4461,-11.1312,-44.4745
13.4817,-11.1376,-44.4198
13.4876,-11.1397,-44.4295
13.5372,-11.1092,-44.4381
13.5464,-11.1076,-44.4248
13.5262,-11.2413,-44.4373
13.5297,-11.2457,-44.4278
13.5565,-11.2452,-44.4647
13.5647,-11.2502,-44.4595
13.5634,-11.2557,-44.5105
13.5553,-11.2499,-44.5088
13.5264,-11.259,-44.5511
13.5234,-11.2528,-44.5438
13.4793,-11.2521,-44.5493
13.4755,-11.2581,-44.5574
13.449,-11.2482,-44.5219
13.4404,-11.2537,-44.5257
13.4417,-11.2482,-44.4746
13.4502,-11.2435,-44.4778
13.4822,-11.2406,-44.4428
13.4787,-11.2449,-44.4341
13.5262,-11.2413,-44.4373
13.5297,-11.2457,-44.4278
13.5286,-11.216,-44.4357
13.525,-11.2207,-44.4435
13.5611,-11.2201,-44.4651
13.5532,-11.2242,-44.4689
13.5599,-11.2252,-44.5125
13.5521,-11.2287,-44.5098
13.5256,-11.2283,-44.5501
13.5224,-11.2313,-44.5423
13.4816,-11.2306,-44.5473
13.4783,-11.2275,-44.5559
13.4458,-11.2234,-44.5266
13.4535,-11.2271,-44.522
13.447,-11.2183,-44.4792
13.4546,-11.2227,-44.481
13.4813,-11.2152,-44.4416
13.4842,-11.22,-44.4485
13.525,-11.2207,-44.4435
13.5286,-11.216,-44.4357
13.5083,-10.9799,-44.3997
13.5585,-10.9655,-44.4433
13.504,-10.9768,-44.4107
13.5476,-10.9643,-44.4485
13.5517,-10.9587,-44.507
13.5633,-10.959,-44.5108
13.5139,-10.9632,-44.5521
13.5197,-10.9643,-44.5628
13.4534,-10.9781,-44.5687
13.4546,-10.9867,-44.5456
13.4025,-10.9927,-44.517
13.4119,-10.9875,-44.5117
13.3969,-10.9835,-44.4524
13.4071,-10.9794,-44.4556
13.4465,-10.9888,-44.4159
13.442,-10.9938,-44.4057
13.5083,-10.9799,-44.3997
13.504,-10.9768,-44.4107
13.5135,-11.0077,-44.3671
13.5341,-10.9841,-44.3888
13.5375,-10.9957,-44.3888
13.5641,-10.9933,-44.4104
13.5605,-11.0028,-44.4054
13.5766,-11.0264,-44.4128
13.585,-11.024,-44.42
13.5794,-11.0477,-44.4173
13.5866,-11.0547,-44.4207
13.5654,-11.063,-44.4014
13.5684,-11.0746,-44.4001
13.5366,-11.0661,-44.3721
13.533,-11.0756,-44.3671
13.5205,-11.0424,-44.3648
13.5121,-11.0448,-44.3576
13.5216,-11.0139,-44.3721
13.5539,-11.0534,-44.5824
13.5743,-11.0734,-44.5596
13.5754,-11.0612,-44.5579
13.5916,-11.0631,-44.5336
13.5896,-11.0475,-44.537
13.607,-11.0154,-44.5045
13.5986,-11.0165,-44.5145
13.5871,-10.9863,-44.5138
13.5833,-10.9941,-44.5217
13.5577,-10.9745,-44.5419
13.5606,-10.985,-44.5434
13.5444,-10.9987,-44.5681
13.5366,-10.9924,-44.5741
13.5424,-11.0232,-44.5817
13.534,-11.0242,-44.5917
13.5577,-11.0456,-44.5745
17.9046,-9.35735,-47.3862
17.9046,-9.32544,-47.3862
17.9494,-9.35735,-47.3717
17.9494,-9.32544,-47.3717
17.9494,-9.35735,-47.3717
17.9494,-9.32544,-47.3717
17.9494,-9.35735,-47.3247
17.9494,-9.32544,-47.3247
17.9494,-9.35735,-47.3247
17.9494,-9.32544,-47.3247
17.9046,-9.35735,-47.3101
17.9046,-9.32544,-47.3101
17.9494,-9.35735,-47.3247
17.9046,-9.35735,-47.3101
17.9494,-9.35735,-47.3717
17.877,-9.35735,-47.3482
17.9046,-9.35735,-47.3862
17.9046,-9.35735,-47.3101
17.9046,-9.32544,-47.3101
17.877,-9.35735,-47.3482
17.877,-9.32544,-47.3482
17.9046,-9.35735,-47.3862
17.9046,-9.32544,-47.3862
17.927,-9.69591,-47.3482
17.927,-9.52332,-47.3482
17.917,-9.69591,-47.3382
17.917,-9.52332,-47.3382
17.927,-9.35073,-47.3482
17.917,-9.35073,-47.3382
17.927,-9.8685,-47.3482
17.917,-9.8685,-47.3382
17.907,-9.8685,-47.3482
17.907,-9.69591,-47.3482
17.907,-9.52332,-47.3482
17.907,-9.35073,-47.3482
17.907,-9.8685,-47.3482
17.907,-9.69591,-47.3482
17.917,-9.8685,-47.3582
17.917,-9.69591,-47.3582
17.907,-9.52332,-47.3482
17.917,-9.52332,-47.3582
17.907,-9.35073,-47.3482
17.917,-9.35073,-47.3582
17.917,-9.8685,-47.3582
17.917,-9.69591,-47.3582
17.927,-9.8685,-47.3482
17.927,-9.69591,-47.3482
17.917,-9.52332,-47.3582
17.927,-9.52332,-47.3482
17.917,-9.35073,-47.3582
17.927,-9.35073,-47.3482
13.7412,-7.02601,-49.13
13.7412,-6.9941,-49.13
13.7859,-7.02601,-49.1154
13.7859,-6.9941,-49.1154
13.7859,-7.02601,-49.1154
13.7859,-6.9941,-49.1154
13.7859,-7.02601,-49.0684
13.7859,-6.9941,-49.0684
13.7859,-7.02601,-49.0684
13.7859,-6.9941,-49.0684
13.7412,-7.02601,-49.0539
13.7412,-6.9941,-49.0539
13.7859,-7.02601,-49.0684
13.7412,-7.02601,-49.0539
13.7859,-7.02601,-49.1154
13.7135,-7.02601,-49.0919
13.7412,-7.02601,-49.13
13.7412,-7.02601,-49.0539
13.7412,-6.9941,-49.0539
13.7135,-7.02601,-49.0919
13.7135,-6.9941,-49.0919
13.7412,-7.02601,-49.13
13.7412,-6.9941,-49.13
13.7635,-7.75636,-49.0919
13.7635,-7.38788,-49.0919
13.7535,-7.75636,-49.0819
13.7535,-7.38788,-49.0819
13.7635,-7.01939,-49.0919
13.7535,-7.01939,-49.0819
13.7635,-8.12484,-49.0919
13.7535,-8.12484,-49.0819
13.7435,-8.12484,-49.0919
13.7435,-7.75636,-49.0919
13.7435,-7.38788,-49.0919
13.7435,-7.01939,-49.0919
13.7435,-8.12484,-49.0919
13.7435,-7.75636,-49.0919
13.7535,-8.12484,-49.1019
13.7535,-7.75636,-49.1019
13.7435,-7.38788,-49.0919
13.7535,-7.38788,-49.1019
13.7435,-7.01939,-49.0919
13.7535,-7.01939,-49.1019
13.7535,-8.12484,-49.1019
13.7535,-7.75636,-49.1019
13.7635,-8.12484,-49.0919
13.7635,-7.75636,-49.0919
13.7535,-7.38788,-49.1019
13.7635,-7.38788,-49.0919
13.7535,-7.01939,-49.1019
13.7635,-7.01939,-49.0919
13.2491,-7.04966,-50.4413
13.2491,-7.01775,-50.4413
13.2938,-7.04966,-50.4268
13.2938,-7.01775,-50.4268
13.2938,-7.04966,-50.4268
13.2938,-7.01775,-50.4268
13.2938,-7.04966,-50.3798
13.2938,-7.01775,-50.3798
13.2938,-7.04966,-50.3798
13.2938,-7.01775,-50.3798
13.2491,-7.04966,-50.3653
13.2491,-7.01775,-50.3653
13.2938,-7.04966,-50.3798
13.2491,-7.04966,-50.3653
13.2938,-7.04966,-50.4268
13.2215,-7.04966,-50.4033
13.2491,-7.04966,-50.4413
13.2491,-7.04966,-50.3653
13.2491,-7.01775,-50.3653
13.2215,-7.04966,-50.4033
13.2215,-7.01775,-50.4033
13.2491,-7.04966,-50.4413
13.2491,-7.01775,-50.4413
13.2715,-7.78001,-50.4033
13.2715,-7.41153,-50.4033
13.2615,-7.78001,-50.3933
13.2615,-7.41153,-50.3933
13.2715,-7.04304,-50.4033
13.2615,-7.04304,-50.3933
13.2715,-8.14849,-50.4033
13.2615,-8.14849,-50.3933
13.2515,-8.14849,-50.4033
13.2515,-7.78001,-50.4033
13.2515,-7.41153,-50.4033
13.2515,-7.04304,-50.4033
13.2515,-8.14849,-50.4033
13.2515,-7.78001,-50.4033
13.2615,-8.14849,-50.4133
13.2615,-7.78001,-50.4133
13.2515,-7.41153,-50.4033
13.2615,-7.41153,-50.4133
13.2515,-7.04304,-50.4033
13.2615,-7.04304,-50.4133
13.2615,-8.14849,-50.4133
13.2615,-7.78001,-50.4133
13.2715,-8.14849,-50.4033
13.2715,-7.78001,-50.4033
13.2615,-7.41153,-50.4133
13.2715,-7.41153,-50.4033
13.2615,-7.04304,-50.4133
13.2715,-7.04304,-50.4033
13.1264,-10.0534,-46.1729
13.1222,-10.0541,-46.1811
12.9754,-10.0265,-46.1194
12.9695,-10.0272,-46.1314
12.7927,-10.0336,-46.0356
12.7823,-10.0343,-46.0517
13.1222,-10.0541,-46.1811
13.1264,-10.0534,-46.1729
13.1418,-10.215,-46.1783
13.146,-10.2158,-46.1703
13.1383,-10.3656,-46.1715
13.1425,-10.3648,-46.1633
13.1425,-10.3648,-46.1633
12.9854,-10.3827,-46.0914
13.1383,-10.3656,-46.1715
12.9787,-10.3835,-46.1049
12.8175,-10.3809,-46.0179
12.8097,-10.3816,-46.0379
12.8175,-10.3809,-46.0179
12.8209,-10.217,-46.0359
12.8097,-10.3816,-46.0379
12.8117,-10.2154,-46.054
12.7927,-10.0336,-46.0356
12.7823,-10.0343,-46.0517
12.7927,-10.0336,-46.0356
12.8209,-10.217,-46.0359
12.9754,-10.0265,-46.1194
12.9844,-10.2164,-46.0985
13.1264,-10.0534,-46.1729
13.146,-10.2158,-46.1703
13.1425,-10.3648,-46.1633
12.9854,-10.3827,-46.0914
12.8175,-10.3809,-46.0179
12.8097,-10.3816,-46.0379
12.8117,-10.2154,-46.054
12.9787,-10.3835,-46.1049
12.9741,-10.2054,-46.1182
13.1383,-10.3656,-46.1715
13.1418,-10.215,-46.1783
13.1222,-10.0541,-46.1811
12.9695,-10.0272,-46.1314
12.7823,-10.0343,-46.0517
14.8638,-11.1538,-44.7755
14.8323,-11.1094,-44.7516
14.8773,-11.1523,-44.7142
14.8323,-11.1094,-44.7516
14.8404,-11.1166,-44.7159
14.8773,-11.1523,-44.7142
14.717,-11.1651,-44.7444
14.7306,-11.1711,-44.6835
14.7459,-11.1376,-44.7344
14.7655,-11.1212,-44.7646
14.7504,-11.1547,-44.7964
14.717,-11.1651,-44.7444
14.7459,-11.1376,-44.7344
14.7504,-11.1547,-44.7964
14.7655,-11.1212,-44.7646
14.8069,-11.1512,-44.8064
14.7832,-11.1692,-44.6494
14.754,-11.1428,-44.6985
14.7306,-11.1711,-44.6835
14.7394,-10.8022,-44.7107
14.7793,-10.7985,-44.6759
14.7686,-10.7628,-44.7147
14.8636,-10.7727,-44.7127
14.8242,-10.7482,-44.7155
14.8308,-10.791,-44.6769
14.8096,-10.7564,-44.6995
14.7865,-10.7598,-44.699
14.7865,-10.7598,-44.699
14.7686,-10.7628,-44.7147
14.7793,-10.7985,-44.6759
14.7344,-10.7942,-44.7608
14.7394,-10.8022,-44.7107
14.7664,-10.757,-44.737
14.8433,-10.7138,-44.7435
14.8221,-10.7487,-44.7381
14.813,-10.7112,-44.7696
14.7492,-10.7231,-44.7413
14.774,-10.7087,-44.7684
14.7812,-10.7584,-44.7535
14.8042,-10.7551,-44.754
14.8221,-10.7487,-44.7381
14.8042,-10.7551,-44.754
14.813,-10.7112,-44.7696
14.847,-10.7171,-44.7055
14.8242,-10.7482,-44.7155
14.8433,-10.7138,-44.7435
14.847,-10.7171,-44.7055
14.8223,-10.7378,-44.6788
14.8242,-10.7482,-44.7155
14.8279,-10.7077,-44.7057
14.8117,-10.7171,-44.6881
14.847,-10.7171,-44.7055
14.8545,-10.3491,-44.6301
14.8368,-10.3487,-44.6087
14.8418,-10.3615,-44.6329
14.8095,-10.3522,-44.6058
14.8154,-10.3633,-44.6186
14.7886,-10.3577,-44.623
14.8545,-10.3491,-44.6301
14.8418,-10.3615,-44.6329
14.8521,-10.3533,-44.6574
14.8404,-10.3639,-44.6489
14.8311,-10.3588,-44.6746
14.8281,-10.3672,-44.659
14.8038,-10.3624,-44.6716
14.8121,-10.3693,-44.6573
14.7862,-10.3619,-44.6503
14.8017,-10.372,-44.6449
14.8031,-10.3702,-44.6289
14.8315,-10.3638,-44.6205
14.8418,-10.3615,-44.6329
14.8368,-10.3487,-44.6087
14.8154,-10.3633,-44.6186
14.8315,-10.3638,-44.6205
14.8368,-10.3487,-44.6087
14.8031,-10.3702,-44.6289
14.7886,-10.3577,-44.623
14.7823,-10.3511,-44.6526
14.7848,-10.3466,-44.6235
14.7985,-10.3339,-44.6485
14.7985,-10.3339,-44.6485
14.8082,-10.338,-44.6604
14.7823,-10.3511,-44.6526
14.6492,-9.75216,-44.7347
14.7283,-9.75244,-44.8028
14.6611,-9.75835,-44.7398
14.6611,-9.75835,-44.7398
14.7283,-9.75244,-44.8028
14.7267,-9.75744,-44.7962
14.6361,-9.75402,-44.7268
14.7005,-9.91078,-44.7407
14.6418,-9.75445,-44.7219
14.7005,-9.91078,-44.7407
14.7034,-9.91059,-44.7355
14.6418,-9.75445,-44.7219
14.7062,-9.91017,-44.7438
14.7005,-9.91078,-44.7407
14.6419,-9.75287,-44.7335
14.6419,-9.75287,-44.7335
14.7005,-9.91078,-44.7407
14.6361,-9.75402,-44.7268
14.8092,-9.74868,-44.7399
14.7645,-9.90418,-44.7239
14.8034,-9.74824,-44.7449
14.8034,-9.74824,-44.7449
14.7645,-9.90418,-44.7239
14.7626,-9.90431,-44.7274
14.8092,-9.74868,-44.7399
14.8026,-9.75,-44.7323
14.7645,-9.90418,-44.7239
14.8026,-9.75,-44.7323
14.7596,-9.90471,-44.7212
14.7645,-9.90418,-44.7239
14.7191,-9.76587,-44.6501
14.7224,-9.909,-44.6997
14.7247,-9.76476,-44.6565
14.7224,-9.909,-44.6997
14.7277,-9.90844,-44.7025
14.7247,-9.76476,-44.6565
14.7209,-9.90911,-44.7025
14.7224,-9.909,-44.6997
14.7132,-9.76543,-44.6552
14.7224,-9.909,-44.6997
14.7191,-9.76587,-44.6501
14.7132,-9.76543,-44.6552
14.631,-9.75548,-44.7264
14.6818,-9.6596,-44.7416
14.7308,-9.75307,-44.829
14.73,-9.65232,-44.7896
14.7308,-9.75307,-44.829
14.8144,-9.74982,-44.7403
14.631,-9.75548,-44.7264
14.7189,-9.76803,-44.6452
14.6492,-9.75216,-44.7347
14.6576,-9.75815,-44.7316
14.7233,-9.76496,-44.6583
14.7208,-9.77021,-44.6664
14.7975,-9.74972,-44.7298
14.7668,-9.85359,-44.729
14.7917,-9.75506,-44.7316
14.764,-9.84746,-44.7326
14.7225,-9.85786,-44.6984
14.6917,-9.85421,-44.7426
14.7668,-9.85359,-44.729
14.736,-9.84994,-44.7732
14.7283,-9.75244,-44.8028
14.736,-9.84994,-44.7732
14.7267,-9.75744,-44.7962
14.733,-9.84427,-44.7702
14.7975,-9.74972,-44.7298
14.7233,-9.76496,-44.6583
14.7906,-9.75564,-44.7271
14.727,-9.76975,-44.6666
14.7225,-9.85786,-44.6984
14.7262,-9.85003,-44.6999
14.7233,-9.76496,-44.6583
14.727,-9.76975,-44.6666
